Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Lakewood,United States,Charles Sheldon,Other,12/08/2020,US-2020-109302,8701,"Performers Binder/Pad Holder, Black",East,Corporate,16/08/2020,Standard Class,New Jersey,Binders,0.0,98.105,7,196.21
Office Supplies,Miami,United States,Duane Huffman,Avery,12/08/2020,US-2020-156244,33180,Avery 501,South,Home Office,16/08/2020,Standard Class,Florida,Labels,0.2,0.9963,1,2.952
Office Supplies,Miami,United States,Duane Huffman,Xerox,12/08/2020,US-2020-156244,33180,Xerox 229,South,Home Office,16/08/2020,Standard Class,Florida,Paper,0.2,10.8864,6,31.104
Office Supplies,Miami,United States,Duane Huffman,Acco,12/08/2020,US-2020-156244,33180,Acco Side-Punched Conventional Columnar Pads,South,Home Office,16/08/2020,Standard Class,Florida,Supplies,0.2,-1.041,2,5.552
Technology,Woodstock,United States,Lauren Leatherbury,Maxell,12/08/2020,US-2020-153927,30188,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Consumer,13/08/2020,First Class,Georgia,Accessories,0.0,98.1396,13,272.61
Technology,Miami,United States,Duane Huffman,Maxell,12/08/2020,US-2020-156244,33180,Maxell 4.7GB DVD-R,South,Home Office,16/08/2020,Standard Class,Florida,Accessories,0.2,41.7186,7,158.928
Technology,San Francisco,United States,Ben Wallace,Other,12/08/2020,US-2020-109897,94122,BlackBerry Q10,West,Consumer,16/08/2020,Standard Class,California,Phones,0.2,50.396,8,806.336
Furniture,San Francisco,United States,Brian Dahlen,Novimex,15/08/2020,US-2020-164406,94122,Novimex Fabric Task Chair,West,Consumer,19/08/2020,Standard Class,California,Chairs,0.2,-12.196,4,195.136
Office Supplies,San Francisco,United States,Brian Dahlen,Tripp Lite,15/08/2020,US-2020-164406,94122,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,West,Consumer,19/08/2020,Standard Class,California,Appliances,0.0,42.8148,3,152.91
Office Supplies,Hollywood,United States,Christine Sundaresam,Fellowes,15/08/2020,US-2020-109043,33021,Fellowes Superior 10 Outlet Split Surge Protector,South,Consumer,17/08/2020,First Class,Florida,Appliances,0.2,17.127,5,152.24
Office Supplies,Fairfield,United States,Christine Sundaresam,Other,15/08/2020,US-2020-141005,6824,Premium Transparent Presentation Covers by GBC,East,Consumer,18/08/2020,First Class,Connecticut,Binders,0.0,30.2112,3,62.94
Office Supplies,San Francisco,United States,Brian Dahlen,Avery,15/08/2020,US-2020-164406,94122,Avery Heavy-Duty EZD  Binder With Locking Rings,West,Consumer,19/08/2020,Standard Class,California,Binders,0.2,6.2496,4,17.856
Office Supplies,Dallas,United States,Keith Herrera,GBC,15/08/2020,US-2020-138023,75081,GBC Durable Plastic Covers,Central,Consumer,18/08/2020,First Class,Texas,Binders,0.8,-52.632,8,30.96
Office Supplies,San Francisco,United States,Brian Dahlen,GBC,15/08/2020,US-2020-164406,94122,GBC Durable Plastic Covers,West,Consumer,19/08/2020,Standard Class,California,Binders,0.2,15.093,3,46.44
Office Supplies,San Francisco,United States,Brian Dahlen,Xerox,15/08/2020,US-2020-164406,94122,Xerox 1925,West,Consumer,19/08/2020,Standard Class,California,Paper,0.0,41.823,3,92.94
Office Supplies,Hollywood,United States,Christine Sundaresam,Xerox,15/08/2020,US-2020-109043,33021,Xerox 1955,South,Consumer,17/08/2020,First Class,Florida,Paper,0.2,29.692,5,91.36
Furniture,Philadelphia,United States,Troy Staebel,Chromcraft,16/08/2020,US-2020-142839,19143,Chromcraft Rectangular Conference Tables,East,Consumer,20/08/2020,Standard Class,Pennsylvania,Tables,0.4,-227.4912,6,853.092
Office Supplies,Little Rock,United States,Don Jones,Avery,17/08/2020,US-2020-111500,72209,Avery Non-Stick Binders,South,Corporate,21/08/2020,Standard Class,Arkansas,Binders,0.0,8.2616,4,17.96
Office Supplies,Little Rock,United States,Don Jones,Other,17/08/2020,US-2020-111500,72209,Colored Push Pins,South,Corporate,21/08/2020,Standard Class,Arkansas,Fasteners,0.0,4.5612,7,12.67
Office Supplies,Little Rock,United States,Don Jones,Xerox,17/08/2020,US-2020-111500,72209,Xerox 1929,South,Corporate,21/08/2020,Standard Class,Arkansas,Paper,0.0,52.532,5,114.2
Office Supplies,Houston,United States,Ken Black,Xerox,17/08/2020,US-2020-129168,77095,Xerox 203,Central,Corporate,23/08/2020,Standard Class,Texas,Paper,0.2,5.4432,3,15.552
Technology,Little Rock,United States,Don Jones,Logitech,17/08/2020,US-2020-111500,72209,Logitech Gaming G510s - Keyboard,South,Corporate,21/08/2020,Standard Class,Arkansas,Accessories,0.0,122.3856,4,339.96
Furniture,Jonesboro,United States,Lena Hernandez,Hon,19/08/2020,US-2020-156559,72401,"Hon Metal Bookcases, Gray",South,Consumer,26/08/2020,Standard Class,Arkansas,Bookcases,0.0,172.4814,9,638.82
Furniture,Los Angeles,United States,David Wiener,Deflect-o,19/08/2020,US-2020-133158,90045,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",West,Corporate,21/08/2020,Second Class,California,Furnishings,0.0,26.0316,7,289.24
Office Supplies,Columbus,United States,Jim Karlsson,Other,19/08/2020,US-2020-121727,43229,Turquoise Lead Holder with Pocket Clip,East,Consumer,24/08/2020,Standard Class,Ohio,Art,0.2,1.742,2,10.72
Office Supplies,Los Angeles,United States,David Wiener,Other,19/08/2020,US-2020-133158,90045,Satellite Sectional Post Binders,West,Corporate,21/08/2020,Second Class,California,Binders,0.2,22.5732,2,69.456
Office Supplies,Columbus,United States,Maxwell Schwartz,GBC,19/08/2020,US-2020-164616,43229,GBC DocuBind P50 Personal Binding Machine,East,Consumer,21/08/2020,Second Class,Ohio,Binders,0.7,-58.8616,4,76.776
Office Supplies,Columbus,United States,Bill Shonely,Space Solutions,19/08/2020,US-2020-143581,31907,Space Solutions HD Industrial Steel Shelving.,South,Corporate,23/08/2020,Standard Class,Georgia,Storage,0.0,10.3473,3,344.91
Office Supplies,Columbus,United States,Maxwell Schwartz,Acme,19/08/2020,US-2020-164616,43229,Acme Kleencut Forged Steel Scissors,East,Consumer,21/08/2020,Second Class,Ohio,Supplies,0.2,1.148,2,9.184
Office Supplies,Montreal,Canada,Jennifer Braxton,Fellowes,19/08/2020,CA-2020-132339,H1B,Fellowes PB300 Plastic Comb Binding Machine,East,Corporate,23/08/2020,Standard Class,Quebec,Binders,0.0,9.33,3,19.44
Office Supplies,Montreal,Canada,Doug O'Connell,Xerox,19/08/2020,CA-2020-115777,H1B,Xerox 200,East,Consumer,24/08/2020,Standard Class,Quebec,Paper,0.0,182.36,1,387.99
Furniture,Hampton,United States,Nick Crebassa,SAFCO,20/08/2020,US-2020-114321,23666,"Safco Chair Connectors, 6/Carton",South,Corporate,25/08/2020,Standard Class,Virginia,Chairs,0.0,145.0696,13,500.24
Furniture,Chicago,United States,Craig Reiter,Global,20/08/2020,US-2020-166716,60610,"Global Leather and Oak Executive Chair, Black",Central,Consumer,25/08/2020,Second Class,Illinois,Chairs,0.3,-6.0196,2,421.372
Office Supplies,Hampton,United States,Nick Crebassa,GBC,20/08/2020,US-2020-114321,23666,GBC DocuBind TL300 Electric Binding System,South,Corporate,25/08/2020,Standard Class,Virginia,Binders,0.0,421.5853,1,896.99
Office Supplies,Hampton,United States,Nick Crebassa,Other,20/08/2020,US-2020-114321,23666,Riverleaf Stik-Withit Designer Note Cubes,South,Corporate,25/08/2020,Standard Class,Virginia,Paper,0.0,9.2552,2,20.12
Office Supplies,Lakewood,United States,Deanra Eno,Other,22/08/2020,US-2020-123253,44107,Faber Castell Col-Erase Pencils,East,Home Office,25/08/2020,Second Class,Ohio,Art,0.2,1.0269,1,3.912
Office Supplies,Saint Charles,United States,Jennifer Ferguson,Xerox,22/08/2020,US-2020-166828,63301,Xerox 1899,Central,Consumer,25/08/2020,First Class,Missouri,Paper,0.0,5.6644,2,11.56
Office Supplies,North Miami,United States,Jeremy Pistek,Acme,22/08/2020,US-2020-130918,33161,Acme Serrated Blade Letter Opener,South,Consumer,24/08/2020,Second Class,Florida,Supplies,0.2,-1.8126,3,7.632
Furniture,Denver,United States,Arthur Prichep,Other,23/08/2020,US-2020-124737,80219,Regeneration Desk Collection,West,Consumer,27/08/2020,Standard Class,Colorado,Furnishings,0.2,1.2672,3,4.224
Office Supplies,Los Angeles,United States,Robert Barroso,GBC,23/08/2020,US-2020-154837,90032,GBC Linen Binding Covers,West,Corporate,27/08/2020,Second Class,California,Binders,0.2,17.3488,2,49.568
Office Supplies,Denver,United States,Arthur Prichep,Xerox,23/08/2020,US-2020-124737,80219,Xerox 1931,West,Consumer,27/08/2020,Standard Class,Colorado,Paper,0.2,10.8864,6,31.104
Office Supplies,Denver,United States,Arthur Prichep,Xerox,23/08/2020,US-2020-124737,80219,Xerox 1988,West,Consumer,27/08/2020,Standard Class,Colorado,Paper,0.2,69.705,9,223.056
Office Supplies,Denver,United States,Arthur Prichep,Xerox,23/08/2020,US-2020-124737,80219,Xerox 1976,West,Consumer,27/08/2020,Standard Class,Colorado,Paper,0.2,5.4432,3,15.552
Office Supplies,Grand Rapids,United States,Corey Roper,Xerox,23/08/2020,US-2020-112795,49505,Xerox 1993,Central,Home Office,28/08/2020,Second Class,Michigan,Paper,0.0,9.5256,3,19.44
Office Supplies,New York City,United States,Rick Hansen,Xerox,23/08/2020,US-2020-110639,10009,Xerox 1994,East,Consumer,23/08/2020,Same Day,New York,Paper,0.0,12.4416,4,25.92
Office Supplies,New York City,United States,Rick Hansen,Other,23/08/2020,US-2020-110639,10009,Personal Creations Ink Jet Cards and Labels,East,Consumer,23/08/2020,Same Day,New York,Paper,0.0,22.5008,4,45.92
Office Supplies,Denver,United States,Arthur Prichep,Acme,23/08/2020,US-2020-124737,80219,Acme Titanium Bonded Scissors,West,Consumer,27/08/2020,Standard Class,Colorado,Supplies,0.2,0.51,1,6.8
Technology,Denver,United States,Arthur Prichep,Cisco,23/08/2020,US-2020-124737,80219,Cisco SPA525G2 IP Phone - Wireless,West,Consumer,27/08/2020,Standard Class,Colorado,Phones,0.2,10.773,9,143.64
Furniture,Oceanside,United States,Jennifer Patt,G. E.,24/08/2020,US-2020-107916,11572,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,East,Corporate,26/08/2020,First Class,New York,Furnishings,0.0,6.3744,2,13.28
Office Supplies,Oceanside,United States,Jennifer Patt,Wilson Jones,24/08/2020,US-2020-107916,11572,"Wilson Jones 1"" Hanging DublLock Ring Binders",East,Corporate,26/08/2020,First Class,New York,Binders,0.2,4.4352,3,12.672
Office Supplies,Billings,United States,Robert Barroso,Other,24/08/2020,US-2020-106719,59102,"SlimView Poly Binder, 3/8""",West,Corporate,24/08/2020,Same Day,Montana,Binders,0.2,2.6936,2,8.288
Office Supplies,Owensboro,United States,Dorothy Wardle,Acme,24/08/2020,US-2020-120432,42301,Acme Titanium Bonded Scissors,South,Corporate,26/08/2020,Second Class,Kentucky,Supplies,0.0,6.63,3,25.5
Furniture,Los Angeles,United States,Janet Molinari,Eldon,25/08/2020,US-2020-104178,90036,"Eldon 200 Class Desk Accessories, Smoke",West,Corporate,29/08/2020,Standard Class,California,Furnishings,0.0,2.6376,1,6.28
Office Supplies,Columbus,United States,Brendan Sweed,Wilson Jones,25/08/2020,US-2020-107398,43229,Wilson Jones Custom Binder Spines & Labels,East,Corporate,30/08/2020,Standard Class,Ohio,Binders,0.7,-4.5696,4,6.528
Office Supplies,Columbus,United States,Brendan Sweed,Cardinal,25/08/2020,US-2020-107398,43229,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",East,Corporate,30/08/2020,Standard Class,Ohio,Binders,0.7,-16.6848,8,20.856
Office Supplies,Houston,United States,Joe Elijah,Wilson Jones,25/08/2020,US-2020-126200,77070,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Central,Consumer,29/08/2020,Standard Class,Texas,Binders,0.8,-39.804,3,25.68
Office Supplies,Houston,United States,Joe Elijah,Other,25/08/2020,US-2020-126200,77070,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Central,Consumer,29/08/2020,Standard Class,Texas,Binders,0.8,-19.8144,3,12.384
Office Supplies,Columbus,United States,Brendan Sweed,Other,25/08/2020,US-2020-107398,43229,Insertable Tab Indexes For Data Binders,East,Corporate,30/08/2020,Standard Class,Ohio,Binders,0.7,-2.2896,3,2.862
Office Supplies,Columbus,United States,Ryan Crowe,Tyvek,25/08/2020,US-2020-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,Consumer,27/08/2020,Second Class,Ohio,Envelopes,0.2,44.0316,6,130.464
Office Supplies,Columbus,United States,Ryan Crowe,Other,25/08/2020,US-2020-115259,43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",East,Consumer,27/08/2020,Second Class,Ohio,Envelopes,0.2,1.652,2,4.72
Office Supplies,Columbus,United States,Ryan Crowe,Other,25/08/2020,US-2020-115259,43229,"OIC Colored Binder Clips, Assorted Sizes",East,Consumer,27/08/2020,Second Class,Ohio,Fasteners,0.2,14.5348,14,40.096
Office Supplies,Columbus,United States,Ryan Crowe,Xerox,25/08/2020,US-2020-115259,43229,Xerox 1921,East,Consumer,27/08/2020,Second Class,Ohio,Paper,0.2,7.4925,3,23.976
Office Supplies,Los Angeles,United States,Janet Molinari,Xerox,25/08/2020,US-2020-104178,90036,Xerox 23,West,Corporate,29/08/2020,Standard Class,California,Paper,0.0,12.4416,4,25.92
Office Supplies,Los Angeles,United States,Janet Molinari,Other,25/08/2020,US-2020-104178,90036,Portable Personal File Box,West,Corporate,29/08/2020,Standard Class,California,Storage,0.0,13.1868,4,48.84
Technology,Los Angeles,United States,Janet Molinari,SanDisk,25/08/2020,US-2020-104178,90036,SanDisk Cruzer 32 GB USB Flash Drive,West,Corporate,29/08/2020,Standard Class,California,Accessories,0.0,30.432,5,95.1
Technology,Seattle,United States,Mitch Webber,Polycom,25/08/2020,US-2020-103660,98103,Polycom VVX 310 VoIP phone,West,Consumer,30/08/2020,Standard Class,Washington,Phones,0.2,75.5958,7,1007.944
Furniture,Newark,United States,Karl Braun,Other,26/08/2020,US-2020-103331,19711,Acrylic Self-Standing Desk Frames,East,Consumer,01/09/2020,Standard Class,Delaware,Furnishings,0.0,4.0584,4,10.68
Office Supplies,Newark,United States,Paul Prost,Newell,26/08/2020,US-2020-115413,19711,Newell 340,East,Home Office,01/09/2020,Standard Class,Delaware,Art,0.0,2.5056,3,8.64
Office Supplies,Newark,United States,Karl Braun,Xerox,26/08/2020,US-2020-103331,19711,Xerox 1978,East,Consumer,01/09/2020,Standard Class,Delaware,Paper,0.0,8.4966,3,17.34
Office Supplies,Newark,United States,Karl Braun,Other,26/08/2020,US-2020-103331,19711,Avoid Verbal Orders Carbonless Minifold Book,East,Consumer,01/09/2020,Standard Class,Delaware,Paper,0.0,1.5548,1,3.38
Technology,Los Angeles,United States,Frank Merwin,SanDisk,26/08/2020,US-2020-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Home Office,30/08/2020,Standard Class,California,Accessories,0.0,22.984,8,176.8
Technology,Newark,United States,Paul Prost,Plantronics,26/08/2020,US-2020-115413,19711,Plantronics Audio 478 Stereo USB Headset,East,Home Office,01/09/2020,Standard Class,Delaware,Accessories,0.0,52.4895,3,149.97
Furniture,Springfield,United States,Corey Catlett,Master Caster,27/08/2020,US-2020-124688,22153,"Master Caster Door Stop, Large Neon Orange",South,Corporate,29/08/2020,First Class,Virginia,Furnishings,0.0,12.5216,4,29.12
Furniture,Springfield,United States,Corey Catlett,Bretford,27/08/2020,US-2020-124688,22153,Bretford CR8500 Series Meeting Room Furniture,South,Corporate,29/08/2020,First Class,Virginia,Tables,0.0,300.735,3,1202.94
Office Supplies,San Francisco,United States,Zuschuss Donatelli,Newell,27/08/2020,US-2020-143336,94109,Newell 341,West,Consumer,01/09/2020,Second Class,California,Art,0.0,2.4824,2,8.56
Office Supplies,San Francisco,United States,Zuschuss Donatelli,Wilson Jones,27/08/2020,US-2020-143336,94109,"Wilson Jones Hanging View Binder, White, 1""",West,Consumer,01/09/2020,Second Class,California,Binders,0.2,7.384,4,22.72
Office Supplies,Springfield,United States,Michael Moore,Xerox,27/08/2020,US-2020-101266,22153,Xerox 1898,South,Consumer,30/08/2020,Second Class,Virginia,Paper,0.0,6.4128,2,13.36
Technology,Springfield,United States,Corey Catlett,Other,27/08/2020,US-2020-124688,22153,GE 30522EE2,South,Corporate,29/08/2020,First Class,Virginia,Phones,0.0,168.1855,5,579.95
Technology,San Francisco,United States,Zuschuss Donatelli,Cisco,27/08/2020,US-2020-143336,94109,Cisco SPA 501G IP Phone,West,Consumer,01/09/2020,Second Class,California,Phones,0.2,16.011,3,213.48
Furniture,Miami,United States,Ryan Akin,Balt,29/08/2020,US-2020-169775,33178,Balt Solid Wood Rectangular Table,South,Consumer,02/09/2020,Second Class,Florida,Tables,0.45,-110.7645,3,174.0585
Office Supplies,Miami,United States,Ryan Akin,GBC,29/08/2020,US-2020-169775,33178,GBC DocuBind 200 Manual Binding Machine,South,Consumer,02/09/2020,Second Class,Florida,Binders,0.7,-336.784,4,505.176
Office Supplies,Miami,United States,Ryan Akin,Other,29/08/2020,US-2020-169775,33178,Jiffy Padded Mailers with Self-Seal Closure,South,Consumer,02/09/2020,Second Class,Florida,Envelopes,0.2,10.8054,2,29.808
Office Supplies,San Francisco,United States,Hilary Holden,Xerox,29/08/2020,US-2020-135699,94110,Xerox 1986,West,Corporate,29/08/2020,Same Day,California,Paper,0.0,6.4128,2,13.36
Office Supplies,San Francisco,United States,Hilary Holden,Xerox,29/08/2020,US-2020-135699,94110,Xerox 1940,West,Corporate,29/08/2020,Same Day,California,Paper,0.0,53.8608,2,109.92
Office Supplies,Bristol,United States,Annie Thurman,Wilson Jones,30/08/2020,US-2020-146500,6010,Wilson Jones Standard D-Ring Binders,East,Consumer,04/09/2020,Standard Class,Connecticut,Binders,0.0,11.891,5,25.3
Office Supplies,Bristol,United States,Annie Thurman,Fellowes,30/08/2020,US-2020-146500,6010,Fellowes Bankers Box Stor/Drawer Steel Plus,East,Consumer,04/09/2020,Standard Class,Connecticut,Storage,0.0,9.594,3,95.94
Technology,Santa Fe,United States,Shirley Jackson,KeyTronic,31/08/2020,US-2020-143385,87505,KeyTronic KT400U2 - Keyboard - Black,West,Consumer,05/09/2020,Standard Class,New Mexico,Accessories,0.0,18.504,9,92.52
Office Supplies,Escondido,United States,Larry Tron,Boston,01/09/2020,US-2020-126522,92025,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,Consumer,05/09/2020,Second Class,California,Art,0.0,15.6426,3,53.94
Office Supplies,Houston,United States,Jack Lebron,Other,01/09/2020,US-2020-165428,77036,Prestige Round Ring Binders,Central,Consumer,04/09/2020,First Class,Texas,Binders,0.8,-6.0192,3,3.648
Office Supplies,New York City,United States,Lena Hernandez,Wilson Jones,01/09/2020,US-2020-109855,10009,Wilson Jones Hanging Recycled Pressboard Data Binders,East,Consumer,05/09/2020,Standard Class,New York,Binders,0.2,8.3104,2,23.744
Office Supplies,Houston,United States,Jack Lebron,Xerox,01/09/2020,US-2020-165428,77036,Xerox 216,Central,Consumer,04/09/2020,First Class,Texas,Paper,0.2,10.8864,6,31.104
Technology,New York City,United States,Lena Hernandez,WD My Passport,01/09/2020,US-2020-109855,10009,WD My Passport Ultra 2TB Portable External Hard Drive,East,Consumer,05/09/2020,Standard Class,New York,Accessories,0.0,57.12,3,357.0
Furniture,Watertown,United States,Justin MacKendrick,Tenex,02/09/2020,US-2020-157721,13601,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",East,Consumer,05/09/2020,First Class,New York,Furnishings,0.0,4.9497,1,70.71
